date,home_team,away_team,tournament,elo_diff,fifa_rank_diff,avg_goals_scored_last5,avg_goals_conceded_last5,form_points,wc_experience,is_neutral,h2h_win_rate,result
2016-03-23,Barbados,Curaçao,CFU Caribbean Cup qualification,25.49,9.5,1.0,0.8,3.0,0.0,0,0.5,2
2016-03-23,Antigua and Barbuda,Aruba,CFU Caribbean Cup qualification,109.3,-51.0,0.4,0.0,0.0,0.0,0,0.5,2
2016-03-24,Madagascar,Central African Republic,African Cup of Nations qualification,25.0,-74.0,0.6,-1.2,2.0,0.0,0,0.5,1
2016-03-24,Malta,Moldova,Friendly,-74.15,-76.0,0.0,-0.2,0.0,0.0,0,0.3333,1
2016-03-24,Oman,Guam,FIFA World Cup qualification,279.44,-66.0,1.4,-1.8,7.0,0.0,0,0.5,2
2016-03-24,Peru,Venezuela,FIFA World Cup qualification,71.77,-47.0,0.0,-0.4,6.0,0.0,0,0.8182,1
2016-03-24,Qatar,Hong Kong,FIFA World Cup qualification,199.53,-67.0,0.6,0.8,7.0,0.0,0,0.4,2
2016-03-24,Saudi Arabia,Malaysia,FIFA World Cup qualification,224.92,-43.0,3.0,-2.2,10.0,4.0,0,0.3333,2
2016-03-24,Singapore,Myanmar,Friendly,70.87,-63.0,-0.4,-1.0,0.0,0.0,0,0.5333,2
2016-03-24,Ukraine,Cyprus,Friendly,307.53,57.0,-0.4,-1.0,2.0,1.0,0,0.5,2
2016-03-24,Syria,Cambodia,FIFA World Cup qualification,405.51,-84.0,0.0,-0.6,12.0,0.0,1,0.5,2
2016-03-24,South Korea,Lebanon,FIFA World Cup qualification,275.82,-56.5,1.6,-0.8,5.0,7.0,0,0.5556,2
2016-03-24,United Arab Emirates,Palestine,FIFA World Cup qualification,184.81,-125.0,2.8,0.8,-1.0,1.0,0,0.3333,2
2016-03-24,Uzbekistan,Philippines,FIFA World Cup qualification,226.41,-80.0,2.8,-1.0,11.0,0.0,0,0.5,2
2016-03-24,Vietnam,Taiwan,FIFA World Cup qualification,227.82,27.5,0.0,-1.6,4.0,0.0,0,0.5,2
2016-03-24,Wales,Northern Ireland,Friendly,76.84,-15.0,-0.8,0.2,1.0,0.0,0,0.25,1
2016-03-24,Solomon Islands,Papua New Guinea,Friendly,88.08,-43.0,0.0,2.0,-4.0,0.0,0,0.6364,2
2016-03-24,Jordan,Bangladesh,FIFA World Cup qualification,313.5,-23.0,-0.2,-2.0,7.0,0.0,0,0.5,2
2016-03-24,Turkey,Sweden,Friendly,2.18,38.0,-0.4,-0.6,3.0,-3.0,0,0.2857,2
2016-03-24,Italy,Spain,Friendly,-145.16,-13.0,-0.2,1.4,-2.0,0.0,0,0.5455,1
2016-03-24,Japan,Afghanistan,FIFA World Cup qualification,377.84,-138.0,-0.4,-0.4,3.0,5.0,0,0.5,2
2016-03-24,Australia,Tajikistan,FIFA World Cup qualification,261.55,-110.0,1.4,-1.4,7.0,3.0,0,0.5,2
2016-03-24,Bahrain,Yemen,FIFA World Cup qualification,214.31,-27.0,1.2,-0.6,3.0,0.0,0,0.5385,2
2016-03-24,Bolivia,Colombia,FIFA World Cup qualification,-281.71,52.0,0.2,1.8,-2.0,-3.0,0,0.5263,0
2016-03-24,China PR,Maldives,FIFA World Cup qualification,347.34,-107.0,1.0,-2.6,2.0,1.0,0,0.6667,2
2016-03-24,Comoros,Botswana,African Cup of Nations qualification,-202.34,68.0,-1.6,-0.6,-9.0,0.0,0,0.5,2
2016-03-24,Czech Republic,Scotland,Friendly,18.51,81.5,-0.2,0.4,4.0,-1.0,0,0.6667,0
2016-03-24,Chile,Argentina,FIFA World Cup qualification,-46.35,37.0,1.2,0.8,2.0,-4.0,0,0.3684,0
2016-03-24,Djibouti,Liberia,African Cup of Nations qualification,-293.3,85.0,-0.8,2.2,-7.0,0.0,0,0.5,0
2016-03-24,Ecuador,Paraguay,FIFA World Cup qualification,93.18,-3.0,1.2,-0.6,8.0,-1.0,0,0.8,1
2016-03-24,Estonia,Norway,Friendly,-82.15,118.0,0.2,-0.2,0.0,-2.0,0,0.0,1
2016-03-24,Ghana,Mozambique,African Cup of Nations qualification,203.28,-68.0,2.4,-0.4,7.0,3.0,0,0.3333,2
2016-03-24,Greece,Montenegro,Friendly,70.29,-168.0,-0.4,-0.4,-2.0,3.0,0,0.5,2
2016-03-24,Iran,India,FIFA World Cup qualification,323.95,-38.5,0.4,-0.2,-2.0,3.0,0,0.5,2
2016-03-24,Denmark,Iceland,Friendly,107.93,-37.0,-0.6,-1.0,-5.0,3.0,0,0.4286,2
2016-03-24,Iraq,Thailand,FIFA World Cup qualification,-18.5,7.0,-1.4,0.6,-5.0,0.0,1,0.6667,1
2016-03-25,Mali,Equatorial Guinea,African Cup of Nations qualification,96.44,-82.0,1.6,-0.4,3.0,0.0,0,0.5,2
2016-03-25,Mauritania,Gambia,African Cup of Nations qualification,-27.06,29.5,1.4,0.2,2.0,0.0,0,0.5,2
2016-03-25,Netherlands,France,Friendly,-36.94,-12.0,-0.6,1.2,-4.0,1.0,0,0.5,0
2016-03-25,Nigeria,Egypt,African Cup of Nations qualification,-43.35,-8.0,-0.2,0.0,3.0,4.0,0,0.5,1
2016-03-25,Tunisia,Togo,African Cup of Nations qualification,168.95,-63.0,2.2,0.2,3.0,2.0,0,0.5,2
2016-03-25,Eswatini,Zimbabwe,African Cup of Nations qualification,-121.24,50.0,0.6,-0.2,-2.0,0.0,0,0.3,1
2016-03-25,Luxembourg,Bosnia and Herzegovina,Friendly,-339.18,-68.0,-1.2,1.4,-7.0,-1.0,0,0.4,0
2016-03-25,Saint Vincent and the Grenadines,Trinidad and Tobago,FIFA World Cup qualification,-152.93,42.5,-0.2,1.8,-4.0,-1.0,0,0.6667,0
2016-03-25,Slovakia,Latvia,Friendly,237.45,47.0,1.2,-0.2,5.0,1.0,0,0.5,1
2016-03-25,Jamaica,Costa Rica,FIFA World Cup qualification,-115.99,30.0,0.4,1.0,-2.0,-3.0,0,0.4211,1
2016-03-25,Portugal,Bulgaria,Friendly,254.07,7.0,0.6,-0.6,9.0,2.0,0,0.5,0
2016-03-25,Republic of Ireland,Switzerland,Friendly,-16.38,-6.0,-1.2,-0.6,-2.0,-1.0,0,0.4,2
2016-03-25,Algeria,Ethiopia,African Cup of Nations qualification,231.5,-55.0,1.8,0.4,3.0,2.0,0,0.5,2
2016-03-25,Armenia,Belarus,Friendly,-113.5,13.0,-0.4,1.6,-6.0,0.0,0,0.4,1
2016-03-25,Brazil,Uruguay,FIFA World Cup qualification,138.27,-13.0,0.4,0.4,-1.0,3.0,0,0.4118,1
2016-03-25,Canada,Mexico,FIFA World Cup qualification,-235.94,32.0,-1.6,-0.6,-7.0,-6.0,0,0.5,0
2016-03-25,Ivory Coast,Sudan,African Cup of Nations qualification,296.48,-6.5,-0.2,-0.4,4.0,3.0,0,0.6,2
2016-03-25,Gabon,Sierra Leone,Friendly,93.36,-24.0,0.6,0.0,2.0,0.0,0,1.0,2
2016-03-25,Guatemala,United States,FIFA World Cup qualification,-263.64,-21.5,-1.2,-1.4,-2.0,-7.0,0,0.625,2
2016-03-25,Guinea,Malawi,African Cup of Nations qualification,151.43,10.0,0.2,-0.4,-2.0,0.0,0,0.75,1
2016-03-25,Haiti,Panama,FIFA World Cup qualification,-96.86,10.0,-0.4,-0.2,2.0,0.0,0,0.4286,1
2016-03-25,El Salvador,Honduras,FIFA World Cup qualification,-31.12,10.0,-0.4,0.0,6.0,-2.0,0,0.4737,1
2016-03-26,Zimbabwe,Eswatini,African Cup of Nations qualification,112.86,-50.0,-0.6,0.6,0.0,0.0,0,0.2727,2
2016-03-26,Seychelles,Lesotho,African Cup of Nations qualification,-64.95,5.0,-0.4,0.2,-4.0,0.0,0,0.5,2
2016-03-26,Senegal,Niger,African Cup of Nations qualification,240.57,-30.0,0.2,-0.2,3.0,1.0,0,0.5,2
2016-03-26,Russia,Lithuania,Friendly,317.99,-85.0,2.0,-0.6,8.0,4.0,0,0.3333,2
2016-03-26,Poland,Finland,Friendly,174.45,-24.0,1.8,0.0,2.0,2.0,0,0.125,2
2016-03-26,Mauritius,Rwanda,African Cup of Nations qualification,-148.27,-51.0,0.8,1.0,2.0,0.0,0,0.5,2
2016-03-26,Hungary,Croatia,Friendly,-115.15,-77.0,0.0,0.8,2.0,-4.0,0,0.3333,1
2016-03-26,Germany,England,Friendly,56.24,-4.0,-0.2,1.0,-3.0,1.0,0,0.1818,0
2016-03-26,Curaçao,Dominican Republic,CFU Caribbean Cup qualification,-64.14,-36.5,-1.8,-1.2,-1.0,0.0,0,0.6667,2
2016-03-26,Sint Maarten,United States Virgin Islands,CFU Caribbean Cup qualification,209.57,0.0,0.8,-0.6,6.0,0.0,0,0.5,0
2016-03-26,Cape Verde,Morocco,African Cup of Nations qualification,-5.78,63.5,1.4,0.0,0.0,-2.0,0,0.5,0
2016-03-26,Cameroon,South Africa,African Cup of Nations qualification,0.51,-102.0,-0.8,-0.2,2.0,3.0,0,0.4286,1
2016-03-26,DR Congo,Angola,African Cup of Nations qualification,26.56,2.5,1.2,0.0,5.0,-1.0,0,0.3333,2
2016-03-26,Aruba,Saint Kitts and Nevis,CFU Caribbean Cup qualification,-130.7,55.5,-0.2,-0.6,-2.0,0.0,0,0.5,0
2016-03-26,Austria,Albania,Friendly,124.15,-52.0,1.0,-0.4,8.0,2.0,0,0.5,2
2016-03-26,Azerbaijan,Kazakhstan,Friendly,27.46,17.0,0.4,0.6,-1.0,0.0,1,0.4286,0
2016-03-26,Anguilla,Puerto Rico,CFU Caribbean Cup qualification,-176.27,70.0,-1.2,3.2,-5.0,0.0,0,0.5,0
2016-03-26,British Virgin Islands,Dominica,CFU Caribbean Cup qualification,-74.6,12.0,-0.2,0.4,-6.0,0.0,0,0.5,0
2016-03-26,Burkina Faso,Uganda,African Cup of Nations qualification,-121.38,5.0,0.0,1.8,-7.0,0.0,0,0.3333,2
2016-03-26,Burundi,Namibia,African Cup of Nations qualification,7.19,-58.0,0.4,0.6,0.0,0.0,0,0.5,0
2016-03-26,Bermuda,French Guiana,CFU Caribbean Cup qualification,33.11,-46.5,-0.4,-1.8,0.0,0.0,0,0.5,2
2016-03-27,Romania,Spain,Friendly,-218.77,-4.0,-0.4,0.4,-8.0,-4.0,0,0.0,1
2016-03-27,Benin,South Sudan,African Cup of Nations qualification,58.25,-72.0,0.2,1.0,0.0,0.0,0,0.5,2
2016-03-27,Botswana,Comoros,African Cup of Nations qualification,164.23,-68.0,1.0,0.4,3.0,0.0,0,0.5,2
2016-03-27,Congo,Zambia,African Cup of Nations qualification,-36.77,58.0,1.8,0.8,0.0,0.0,0,0.5714,1
2016-03-27,Kenya,Guinea-Bissau,African Cup of Nations qualification,74.09,-41.0,-0.2,-0.6,0.0,0.0,0,1.0,0
2016-03-27,Mozambique,Ghana,African Cup of Nations qualification,-215.12,68.0,-1.4,0.6,-10.0,-3.0,0,0.5,1
2016-03-27,Thailand,South Korea,Friendly,-176.42,-29.5,-0.4,1.2,-4.0,-7.0,0,0.5,0
2016-03-28,Northern Ireland,Slovenia,Friendly,-40.82,-88.0,0.4,0.0,1.0,-2.0,0,0.5,2
2016-03-28,Sierra Leone,Gabon,Friendly,-108.11,24.0,-0.8,-0.4,-2.0,0.0,0,1.0,2
2016-03-28,Liechtenstein,Faroe Islands,Friendly,-21.21,59.0,-0.8,0.8,-2.0,0.0,1,0.6667,0
2016-03-28,Ukraine,Wales,Friendly,138.44,101.0,0.2,-0.8,-2.0,1.0,0,0.5,2
2016-03-28,Equatorial Guinea,Mali,African Cup of Nations qualification,-114.67,82.0,-1.6,0.4,-6.0,0.0,0,0.5,0
2016-03-28,Andorra,Moldova,Friendly,-236.34,38.0,-0.2,1.2,-1.0,0.0,1,0.0,0
2016-03-28,Libya,São Tomé and Príncipe,African Cup of Nations qualification,145.75,32.5,0.4,-1.4,0.0,0.0,1,0.6667,2
2016-03-28,Central African Republic,Madagascar,African Cup of Nations qualification,-23.2,74.0,-0.6,0.4,-1.0,0.0,0,0.3333,2
2016-03-29,Maldives,Bhutan,FIFA World Cup qualification,185.28,-37.0,1.2,-1.4,6.0,0.0,0,0.6,2
2016-03-29,Mexico,Canada,FIFA World Cup qualification,246.17,-32.0,1.6,0.0,7.0,6.0,0,0.4667,2
2016-03-29,Montenegro,Belarus,Friendly,-22.48,53.0,0.4,1.6,-1.0,0.0,0,0.5,1
2016-03-29,Morocco,Cape Verde,African Cup of Nations qualification,30.36,-63.5,-1.4,-0.2,3.0,2.0,0,0.5,2
2016-03-29,Namibia,Burundi,African Cup of Nations qualification,18.33,58.0,0.0,-0.6,3.0,0.0,0,0.5,0
2016-03-29,Rwanda,Mauritius,African Cup of Nations qualification,113.2,51.0,-0.8,-0.4,-5.0,0.0,0,0.5,2
2016-03-29,Niger,Senegal,African Cup of Nations qualification,-250.59,30.0,-0.2,0.2,-6.0,-1.0,0,0.6667,0
2016-03-29,Norway,Finland,Friendly,48.4,-30.0,0.4,-1.2,-2.0,2.0,0,0.6,2
2016-03-29,Palestine,Timor-Leste,FIFA World Cup qualification,311.86,-14.0,1.8,-5.8,8.0,0.0,0,0.5,2
2016-03-29,Panama,Haiti,FIFA World Cup qualification,90.07,-10.0,0.8,0.2,1.0,0.0,0,0.375,2
2016-03-29,Paraguay,Brazil,FIFA World Cup qualification,-277.75,65.0,-0.8,-0.4,0.0,-3.0,0,0.5625,1
2016-03-29,Philippines,North Korea,FIFA World Cup qualification,-180.92,52.5,-0.8,1.2,-9.0,-1.0,0,0.5,2
2016-03-29,Portugal,Belgium,Friendly,-6.82,16.0,-1.8,-0.2,3.0,-1.0,0,0.3333,2
2016-03-29,Scotland,Denmark,Friendly,3.6,14.0,1.0,-0.4,2.0,-1.0,0,0.6,2
2016-03-29,Saint Kitts and Nevis,Antigua and Barbuda,CFU Caribbean Cup qualification,12.02,-4.5,-0.4,0.4,1.0,0.0,0,0.6,2
2016-03-29,Malaysia,Macau,Friendly,233.88,-76.0,0.2,0.2,-2.0,0.0,0,0.5,1
2016-03-29,Sudan,Ivory Coast,African Cup of Nations qualification,-304.16,6.5,0.0,0.6,-5.0,-3.0,0,0.6667,1
2016-03-29,Suriname,Guadeloupe,CFU Caribbean Cup qualification,-82.92,-9.5,0.0,0.4,2.0,0.0,0,0.3333,2
2016-03-29,Sweden,Czech Republic,Friendly,27.62,-100.5,0.2,-0.6,1.0,3.0,0,0.5,1
2016-03-29,Switzerland,Bosnia and Herzegovina,Friendly,67.52,-159.0,0.6,0.0,2.0,3.0,0,0.5,0
2016-03-29,Tajikistan,Kyrgyzstan,FIFA World Cup qualification,65.65,50.5,0.4,2.0,-4.0,0.0,0,0.4545,0
2016-03-29,Togo,Tunisia,African Cup of Nations qualification,-182.67,63.0,-0.8,0.0,-6.0,-2.0,0,0.5556,1
2016-03-29,Uganda,Burkina Faso,African Cup of Nations qualification,87.98,-5.0,-0.4,-1.4,1.0,0.0,0,0.5,1
2016-03-29,United Arab Emirates,Saudi Arabia,FIFA World Cup qualification,63.28,11.0,0.6,0.4,-3.0,-3.0,0,0.45,1
2016-03-29,United States,Guatemala,FIFA World Cup qualification,222.63,21.5,0.4,1.8,-2.0,7.0,0,0.6471,2
2016-03-29,Uzbekistan,Bahrain,FIFA World Cup qualification,107.64,-11.0,1.2,-0.8,6.0,0.0,0,0.1818,2
2016-03-29,Venezuela,Chile,FIFA World Cup qualification,-241.0,78.0,-0.4,0.8,-6.0,-3.0,0,0.375,0
2016-03-29,United States Virgin Islands,Grenada,CFU Caribbean Cup qualification,-57.43,-16.5,-0.2,0.4,0.0,0.0,0,0.5,0
2016-03-29,Trinidad and Tobago,Saint Vincent and the Grenadines,FIFA World Cup qualification,167.59,-42.5,0.8,-1.2,5.0,1.0,0,0.5,2
2016-03-29,South Africa,Cameroon,African Cup of Nations qualification,-0.48,102.0,0.4,0.6,-3.0,-3.0,0,0.375,1
2016-03-29,Malawi,Guinea,African Cup of Nations qualification,-141.17,-10.0,-0.2,0.6,-1.0,0.0,0,0.6,0
2016-03-29,Uruguay,Peru,FIFA World Cup qualification,159.87,-62.0,1.0,-1.4,6.0,4.0,0,0.4545,2
2016-03-29,Luxembourg,Albania,Friendly,-240.87,17.0,-1.0,1.0,-4.0,0.0,0,0.6,0
2016-03-29,Afghanistan,Singapore,FIFA World Cup qualification,-62.14,115.0,1.4,0.2,3.0,0.0,1,0.5,2
2016-03-29,Angola,DR Congo,African Cup of Nations qualification,-49.65,-2.5,-0.8,0.2,-8.0,1.0,0,0.4286,0
2016-03-29,Argentina,Bolivia,FIFA World Cup qualification,372.25,-77.0,-0.6,-1.4,5.0,6.0,0,0.6667,2
2016-03-29,Australia,Jordan,FIFA World Cup qualification,108.63,-65.0,0.6,0.2,0.0,3.0,0,1.0,2
2016-03-29,Austria,Turkey,Friendly,-32.02,-8.0,1.2,0.8,2.0,1.0,0,0.5,0
2016-03-29,China PR,Qatar,FIFA World Cup qualification,3.35,4.0,1.6,-0.2,-5.0,1.0,0,0.5,2
2016-03-29,Colombia,Ecuador,FIFA World Cup qualification,62.5,-30.0,-1.0,0.6,-6.0,1.0,0,0.619,2
2016-03-29,Costa Rica,Jamaica,FIFA World Cup qualification,107.94,-30.0,0.0,-0.4,1.0,3.0,0,0.4,2
2016-03-29,Dominican Republic,Barbados,CFU Caribbean Cup qualification,0.7,27.0,0.0,0.8,-6.0,0.0,0,0.5,2
2016-03-29,Egypt,Nigeria,African Cup of Nations qualification,40.25,8.0,0.6,-0.2,0.0,-4.0,0,0.4286,2
2016-03-29,England,Netherlands,Friendly,67.29,-2.0,0.2,-1.6,9.0,0.0,0,0.2,0
2016-03-29,Estonia,Serbia,Friendly,-104.31,85.0,0.4,-1.4,0.0,-3.0,0,0.5,0
2016-03-29,Ethiopia,Algeria,African Cup of Nations qualification,-241.94,55.0,-2.8,1.0,-9.0,-2.0,0,0.6,1
2016-03-29,France,Russia,Friendly,116.39,11.0,0.4,0.2,-2.0,1.0,0,0.4,2
2016-03-29,Dominica,Martinique,CFU Caribbean Cup qualification,-261.23,61.5,0.2,0.6,0.0,0.0,0,0.5,0
2016-03-29,Gambia,Mauritania,African Cup of Nations qualification,0.12,-29.5,-1.2,0.0,-5.0,0.0,0,0.5385,1
2016-03-29,French Guiana,Cuba,CFU Caribbean Cup qualification,-19.85,-39.5,1.6,-0.6,0.0,0.0,0,0.5,2
2016-03-29,Lesotho,Seychelles,African Cup of Nations qualification,35.33,-5.0,0.0,0.6,-2.0,0.0,0,0.5,2
2016-03-29,Lebanon,Myanmar,FIFA World Cup qualification,122.39,9.0,0.2,-1.4,1.0,0.0,0,0.5,1
2016-03-29,Japan,Syria,FIFA World Cup qualification,184.73,-30.0,0.0,-1.0,3.0,5.0,0,0.6,2
2016-03-29,Republic of Ireland,Slovakia,Friendly,56.61,-140.0,-0.8,-0.6,3.0,2.0,0,0.25,1
2016-03-29,Iraq,Vietnam,FIFA World Cup qualification,88.52,-50.0,-0.4,0.0,2.0,0.0,1,0.5,2
2016-03-29,Iran,Oman,FIFA World Cup qualification,155.4,-11.5,1.8,-0.2,5.0,3.0,0,0.3,2
2016-03-29,Liberia,Djibouti,African Cup of Nations qualification,301.1,-85.0,0.8,-1.2,7.0,0.0,0,0.5,2
2016-03-29,North Macedonia,Bulgaria,Friendly,-116.93,121.0,0.2,0.0,-5.0,-2.0,0,0.6667,0
2016-03-29,Honduras,El Salvador,FIFA World Cup qualification,28.88,-10.0,-0.2,0.2,-5.0,2.0,0,0.4615,2
2016-03-29,Greece,Iceland,Friendly,72.82,-15.0,0.2,-0.4,-4.0,3.0,0,0.5,0
2016-03-29,Gibraltar,Latvia,Friendly,32.26,106.0,-0.4,3.2,-1.0,0.0,0,0.5,0
2016-03-29,Germany,Italy,Friendly,108.64,-1.0,-0.4,0.2,-1.0,0.0,0,0.4,2
2016-03-29,Georgia,Kazakhstan,Friendly,59.18,3.0,0.6,0.8,2.0,0.0,0,0.3333,1
2016-03-29,India,Turkmenistan,FIFA World Cup qualification,-61.49,13.0,0.8,-0.4,3.0,0.0,0,0.75,0
2016-04-02,Alderney,Guernsey,Muratti Vase,-462.99,0.0,-2.6,5.4,-15.0,0.0,0,0.2,0
2016-04-24,Panjab,Jersey,Friendly,-180.03,0.0,1.8667,2.5333,-12.0,0.0,0,0.5,0
2016-04-27,Martinique,Panama,Friendly,-80.93,-15.5,0.8,0.0,0.0,0.0,0,0.5,0
2016-05-14,Jersey,Guernsey,Muratti Vase,-38.32,0.0,0.0,0.2,-3.0,0.0,0,0.4688,2
2016-05-16,Romani people,Padania,Friendly,-204.67,0.0,-0.8,3.8,-10.0,-3.0,1,0.5,0
2016-05-20,Hungary,Ivory Coast,Friendly,-75.26,-68.5,0.4,1.2,-1.0,-3.0,0,0.5,1
2016-05-20,Galicia,Venezuela,Friendly,-55.03,-20.5,0.4,-0.6,-1.0,0.0,0,0.5,1
2016-05-21,Botswana,Lesotho,Friendly,136.42,-3.0,0.6,-0.2,4.0,0.0,0,0.3636,2
2016-05-21,Abkhazia,Donetsk PR,Friendly,30.76,0.0,-0.6667,-0.8667,6.0,0.0,0,0.5,1
2016-05-22,England,Turkey,Friendly,113.85,-37.0,0.4,0.6,2.0,5.0,0,0.5,2
2016-05-22,Puerto Rico,United States,Friendly,-374.94,17.5,-1.4,-0.4,0.0,-7.0,0,0.5,0
2016-05-23,Peru,Trinidad and Tobago,Friendly,54.38,16.0,-1.2,1.0,-6.0,-1.0,0,0.3333,2
2016-05-25,Serbia,Cyprus,Friendly,205.4,-25.0,0.2,0.0,0.0,3.0,0,0.0,2
2016-05-25,Romania,DR Congo,Friendly,123.75,-93.5,-0.6,-0.2,-5.0,3.0,1,0.5,1
2016-05-26,Azerbaijan,Andorra,Friendly,317.69,-17.0,0.8,-0.4,3.0,0.0,1,0.0,1
2016-05-27,Croatia,Moldova,Friendly,403.91,-36.0,1.4,-0.8,7.0,4.0,0,0.5,2
2016-05-27,Czech Republic,Malta,Friendly,393.83,31.5,1.4,0.2,8.0,1.0,1,0.5556,2
2016-05-27,England,Australia,Friendly,122.17,-40.0,-2.2,0.8,3.0,3.0,0,0.5,2
2016-05-27,Republic of Ireland,Netherlands,Friendly,-75.02,-1.0,-0.8,-1.0,4.0,-3.0,0,0.3333,1
2016-05-27,Morocco,Congo,Friendly,68.46,-49.0,-0.8,-1.0,1.0,2.0,0,0.5,2
2016-05-27,Nigeria,Mali,Friendly,60.81,-56.0,-0.6,-0.2,-4.0,5.0,1,0.2,2
2016-05-27,Northern Ireland,Belarus,Friendly,-20.28,-103.0,0.8,0.6,2.0,0.0,0,0.5,2
2016-05-27,Slovakia,Georgia,Friendly,194.95,-10.0,0.8,-0.2,1.0,1.0,1,0.5,2
2016-05-27,Togo,Zambia,Friendly,-109.93,69.0,-0.6,0.6,-7.0,1.0,0,1.0,2
2016-05-27,Uruguay,Trinidad and Tobago,Friendly,236.95,-46.0,-0.2,-0.8,0.0,3.0,0,0.5,2
2016-05-27,Corsica,Basque Country,Friendly,-103.68,0.0,-1.6,-0.4,4.0,0.0,0,0.5,1
2016-05-28,Switzerland,Belgium,Friendly,-82.69,-5.0,-1.4,0.4,0.0,-1.0,0,0.5,0
2016-05-28,Rwanda,Senegal,Friendly,-213.44,112.0,-0.4,-0.2,-8.0,-1.0,0,0.5,0
2016-05-28,New Zealand,Fiji,Oceania Nations Cup,23.19,-36.0,-2.2,0.2,4.0,1.0,1,0.6,2
2016-05-28,Mexico,Paraguay,Friendly,114.3,-43.0,1.4,-0.8,9.0,2.0,1,0.5,2
2016-05-28,Vanuatu,Solomon Islands,Oceania Nations Cup,22.71,23.0,1.4,-0.8,9.0,0.0,1,0.3333,0
2016-05-28,Gabon,Mauritania,Friendly,111.15,-79.0,-0.8,0.0,-1.0,0.0,1,0.5,0
2016-05-28,El Salvador,Peru,Friendly,-126.53,-28.0,-0.6,0.4,3.0,0.0,1,0.5,0
2016-05-28,Costa Rica,Venezuela,Friendly,115.2,-88.0,0.0,-2.2,9.0,4.0,0,0.3333,2
2016-05-28,Myanmar,Malaysia,Friendly,-23.36,61.0,0.2,0.4,4.0,0.0,0,0.5333,1
2016-05-28,Guatemala,Armenia,Friendly,78.52,-76.0,1.6,-0.4,8.0,0.0,1,0.5,0
2016-05-29,Sápmi,Somaliland,CONIFA World Football Cup,-5.31,0.0,-0.4,0.6,4.0,3.0,1,0.5,2
2016-05-29,Padania,Northern Cyprus,CONIFA World Football Cup,132.11,0.0,-1.0,-0.6,4.0,2.0,1,0.5,0
2016-05-29,Iraqi Kurdistan,Székely Land,CONIFA World Football Cup,112.63,0.0,0.8,-1.3,6.0,4.0,1,0.5,2
2016-05-29,Abkhazia,Chagos Islands,CONIFA World Football Cup,24.07,0.0,-1.6,-1.4,6.0,0.0,0,0.5,2
2016-05-29,Turkey,Montenegro,Friendly,187.7,-157.0,0.6,-1.2,7.0,1.0,0,0.5,2
2016-05-29,Tahiti,Samoa,Oceania Nations Cup,94.05,-54.0,-0.6,1.6,-3.0,0.0,1,0.3333,2
2016-05-29,Romania,Ukraine,Friendly,-41.54,-118.0,0.4,0.2,-1.0,2.0,1,0.6,0
2016-05-29,Portugal,Norway,Friendly,203.85,19.0,0.4,-0.2,9.0,2.0,0,0.4,2
2016-05-29,Papua New Guinea,New Caledonia,Oceania Nations Cup,-154.75,-7.0,-5.2,1.4,-8.0,0.0,0,0.5714,1
2016-05-29,Laos,Nepal,Friendly,-35.88,-8.0,-0.8,2.8,-1.0,0.0,0,0.5,1
2016-05-29,Kenya,Tanzania,Friendly,18.59,-4.0,-1.2,-0.8,-6.0,0.0,0,0.5714,1
2016-05-29,Italy,Scotland,Friendly,89.48,-21.0,-1.0,1.2,8.0,5.0,1,0.5,2
2016-05-29,Germany,Slovakia,Friendly,218.87,-145.0,-0.6,0.4,5.0,6.0,0,0.75,0
2016-05-29,Cambodia,Timor-Leste,Friendly,-6.36,-18.0,1.6,-3.2,0.0,0.0,0,0.4,2
2016-05-29,Bosnia and Herzegovina,Spain,Friendly,-245.02,156.0,0.2,0.8,-5.0,-6.0,1,0.3333,0
2016-05-29,Azerbaijan,North Macedonia,Friendly,-33.08,23.0,-0.2,0.4,2.0,0.0,1,0.2,0
2016-05-29,Albania,Qatar,Friendly,-98.68,34.0,0.0,0.4,-5.0,0.0,1,0.5,2
2016-05-29,Lithuania,Estonia,Baltic Cup,-106.3,-39.0,-0.8,1.4,-2.0,0.0,0,0.45,2
2016-05-30,United Koreans in Japan,Székely Land,CONIFA World Football Cup,37.21,0.0,-1.6,-2.6,0.0,0.0,1,0.5,2
2016-05-30,Raetia,Padania,CONIFA World Football Cup,-228.67,0.0,-0.8,3.0,-6.0,-2.0,1,0.5,0
2016-05-30,Chagos Islands,Western Armenia,CONIFA World Football Cup,-14.92,0.0,1.4,3.8,0.0,0.0,1,0.5,0
2016-05-30,Sápmi,Panjab,CONIFA World Football Cup,7.83,0.0,-1.3,-1.0,6.0,3.0,1,0.5,0
2016-05-30,Gambia,Zambia,Friendly,-153.38,72.5,-0.4,0.6,-9.0,0.0,0,0.5,1
2016-05-30,France,Cameroon,Friendly,195.98,-3.0,1.6,0.8,1.0,-1.0,0,0.5,2
2016-05-30,Sweden,Slovenia,Friendly,143.23,-127.0,0.8,0.4,2.0,2.0,0,0.5,1
2016-05-31,Somaliland,Panjab,CONIFA World Football Cup,-25.02,0.0,-2.0,1.1,-3.0,0.0,1,0.5,0
2016-05-31,Northern Cyprus,Raetia,CONIFA World Football Cup,135.93,0.0,2.4,-2.8,3.0,0.0,1,0.5,2
2016-05-31,United Koreans in Japan,Iraqi Kurdistan,CONIFA World Football Cup,-81.41,0.0,-2.2,-0.8,-6.0,-4.0,1,0.5,0
